  PID   TT  STAT      TIME COMMAND
 2960   ??  S      9:41.76 /Applications/Lightshot Screenshot.app/Contents/MacOS/Lightshot Screenshot USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=com.skillbrains.lightshot PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=application.com.skillbrains.lightshot.646210.646217 XPC_FLAGS=1
 3445   ??  Ss     5:02.69 /usr/libexec/PerfPowerServices
 4479   ??  S     20:31.37 /System/Applications/Notes.app/Contents/MacOS/Notes
 4806   ??  S      2:33.76 /Applications/Claude.app/Contents/MacOS/Claude MallocNanoZone=0 USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=com.anthropic.claudefordesktop PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=application.com.anthropic.claudefordesktop.31188937.31188943 XPC_FLAGS=1
 4811   ??  S      0:00.02 /Applications/Claude.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/mahtabshaikh/Library/Application Support/Claude/Crashpad --url=https://f.a.k/e --annotation=_productName=Claude --annotation=_version=1.1.4088 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=40.4.1 --handshake-fd=18 MallocNanoZone=0 USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=com.anthropic.claudefordesktop PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=0 XPC_FLAGS=0x0
 4814   ??  S      0:12.51 /Applications/Claude.app/Contents/Frameworks/Claude Helper.app/Contents/MacOS/Claude Helper --type=gpu-process --user-data-dir=/Users/mahtabshaikh/Library/Application Support/Claude --gpu-preferences=SAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAwAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=1718379636,r,10312199512793200788,14164388680275589655,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708988185955192 --seatbelt-client=33 MallocNanoZone=0 USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=com.anthropic.claudefordesktop PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=application.com.anthropic.claudefordesktop.31188937.31188943 XPC_FLAGS=0x0 MACH_PORT_RENDEZVOUS_PEER_VALDATION=0 OS_ACTIVITY_MODE=disable
 4816   ??  S      0:01.78 /Applications/Claude.app/Contents/Frameworks/Claude Helper.app/Contents/MacOS/Claude Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --user-data-dir=/Users/mahtabshaikh/Library/Application Support/Claude --secure-schemes=sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=sentry-ipc --shared-files --field-trial-handle=1718379636,r,10312199512793200788,14164388680275589655,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708989122997041 --seatbelt-client=37 MallocNanoZone=0 USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=com.anthropic.claudefordesktop PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=application.com.anthropic.claudefordesktop.31188937.31188943 XPC_FLAGS=0x0 MACH_PORT_RENDEZVOUS_PEER_VALDATION=0 OS_ACTIVITY_MODE=disable
 4820   ??  S      0:00.24 /Applications/Claude.app/Contents/Frameworks/Claude Helper (Renderer).app/Contents/MacOS/Claude Helper (Renderer) --type=renderer --user-data-dir=/Users/mahtabshaikh/Library/Application Support/Claude --secure-schemes=sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=sentry-ipc --app-path=/Applications/Claude.app/Contents/Resources/app.asar --enable-sandbox --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1771019762054632 --launch-time-ticks=927983804123 --shared-files --field-trial-handle=1718379636,r,10312199512793200788,14164388680275589655,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708990060038890 --seatbelt-client=64 MallocNanoZone=0 USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=com.anthropic.claudefordesktop PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=application.com.anthropic.claudefordesktop.31188937.31188943 XPC_FLAGS=0x0 MACH_PORT_RENDEZVOUS_PEER_VALDATION=0 OS_ACTIVITY_MODE=disable
 4822   ??  S      0:00.24 /Applications/Claude.app/Contents/Frameworks/Claude Helper (Renderer).app/Contents/MacOS/Claude Helper (Renderer) --type=renderer --user-data-dir=/Users/mahtabshaikh/Library/Application Support/Claude --secure-schemes=sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=sentry-ipc --app-path=/Applications/Claude.app/Contents/Resources/app.asar --enable-sandbox --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1771019762054632 --launch-time-ticks=927983812467 --shared-files --field-trial-handle=1718379636,r,10312199512793200788,14164388680275589655,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708991934122588 --seatbelt-client=64 MallocNanoZone=0 USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=com.anthropic.claudefordesktop PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=application.com.anthropic.claudefordesktop.31188937.31188943 XPC_FLAGS=0x0 MACH_PORT_RENDEZVOUS_PEER_VALDATION=0 OS_ACTIVITY_MODE=disable
 4858   ??  S      0:47.97 /Applications/Claude.app/Contents/Frameworks/Claude Helper (Renderer).app/Contents/MacOS/Claude Helper (Renderer) --type=renderer --user-data-dir=/Users/mahtabshaikh/Library/Application Support/Claude --secure-schemes=sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=sentry-ipc --app-path=/Applications/Claude.app/Contents/Resources/app.asar --enable-sandbox --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=8 --time-ticks-at-unix-epoch=-1771019762054632 --launch-time-ticks=927985261163 --shared-files --field-trial-handle=1718379636,r,10312199512793200788,14164388680275589655,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708993808206286 --desktop-features={"nativeQuickEntry":{"status":"supported"},"quickEntryDictation":{"status":"supported"},"customQuickEntryDictationShortcut":{"status":"supported"},"plushRaccoon":{"status":"unavailable"},"quietPenguin":{"status":"unavailable"},"chillingSlothFeat":{"status":"supported"},"chillingSlothEnterprise":{"status":"supported"},"chillingSlothLocal":{"status":"supported"},"yukonSilver":{"status":"supported"},"yukonSilverGems":{"status":"supported"},"desktopTopBar":{"status":"supported"},"ccdPlugins":{"status":"supported"}} --seatbelt-client=19 MallocNanoZone=0 USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=com.anthropic.claudefordesktop PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=application.com.anthropic.claudefordesktop.31188937.31188943 XPC_FLAGS=0x0 MACH_PORT_RENDEZVOUS_PEER_VALDATION=0 OS_ACTIVITY_MODE=disable
 4869   ??  S      0:00.56 /Applications/Claude.app/Contents/Frameworks/Claude Helper (Plugin).app/Contents/MacOS/Claude Helper (Plugin) --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=/Users/mahtabshaikh/Library/Application Support/Claude --secure-schemes=sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=sentry-ipc --shared-files --field-trial-handle=1718379636,r,10312199512793200788,14164388680275589655,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708994745248135 COMMAND_MODE=unix2003 HOME=/Users/mahtabshaikh LOGNAME=mahtabshaikh MACH_PORT_RENDEZVOUS_PEER_VALDATION=0 MallocNanoZone=0 PATH=/usr/bin:/bin:/usr/sbin:/sbin SHELL=/bin/zsh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ USER=mahtabshaikh XPC_FLAGS=0x0 XPC_SERVICE_NAME=application.com.anthropic.claudefordesktop.31188937.31188943 __CFBundleIdentifier=com.anthropic.claudefordesktop __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0
 4870   ??  S      0:00.54 /Applications/Claude.app/Contents/Frameworks/Claude Helper (Plugin).app/Contents/MacOS/Claude Helper (Plugin) --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=/Users/mahtabshaikh/Library/Application Support/Claude --secure-schemes=sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=sentry-ipc --shared-files --field-trial-handle=1718379636,r,10312199512793200788,14164388680275589655,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708995682289984 COMMAND_MODE=unix2003 HOME=/Users/mahtabshaikh LOGNAME=mahtabshaikh MACH_PORT_RENDEZVOUS_PEER_VALDATION=0 MallocNanoZone=0 PATH=/usr/bin:/bin:/usr/sbin:/sbin SHELL=/bin/zsh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ USER=mahtabshaikh XPC_FLAGS=0x0 XPC_SERVICE_NAME=application.com.anthropic.claudefordesktop.31188937.31188943 __CFBundleIdentifier=com.anthropic.claudefordesktop __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0
 4873   ??  S      0:00.00 /Applications/Claude.app/Contents/Helpers/disclaimer /usr/local/bin/npx @playwright/mcp@latest HOME=/Users/mahtabshaikh LOGNAME=mahtabshaikh PATH=/usr/local/bin:/opt/homebrew/bin:/usr/bin:/bin:/usr/sbin:/sbin SHELL=/bin/zsh USER=mahtabshaikh
 4874   ??  S      0:00.70 npm exec @playwright/mcp@latest  
 4904   ??  S      0:00.50 node /Users/mahtabshaikh/.npm/_npx/9833c18b2d85bc59/node_modules/.bin/playwright-mcp NODE=/usr/local/bin/node INIT_CWD=/ SHELL=/bin/zsh npm_config_global_prefix=/Users/mahtabshaikh/.npm-global COLOR=0 npm_config_noproxy= npm_config_local_prefix=/ USER=mahtabshaikh npm_config_globalconfig=/Users/mahtabshaikh/.npm-global/etc/npmrc __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 npm_execpath=/usr/local/lib/node_modules/npm/bin/npm-cli.js PATH=/Users/mahtabshaikh/.npm/_npx/9833c18b2d85bc59/node_modules/.bin:/node_modules/.bin:/usr/local/lib/node_modules/npm/node_modules/@npmcli/run-script/lib/node-gyp-bin:/usr/local/bin:/opt/homebrew/bin:/usr/bin:/bin:/usr/sbin:/sbin npm_package_json=/package.json npm_config_userconfig=/Users/mahtabshaikh/.npmrc npm_config_init_module=/Users/mahtabshaikh/.npm-init.js PWD=/ npm_command=exec npm_lifecycle_event=npx EDITOR=vi npm_config_npm_version=11.6.2 npm_config_node_gyp=/usr/local/lib/node_modules/npm/node_modules/node-gyp/bin/node-gyp.js SHLVL=1 HOME=/Users/mahtabshaikh npm_config_cache=/Users/mahtabshaikh/.npm LOGNAME=mahtabshaikh npm_lifecycle_script="playwright-mcp" npm_config_user_agent=npm/11.6.2 node/v24.13.0 darwin arm64 workspaces/false npm_node_execpath=/usr/local/bin/node npm_config_prefix=/Users/mahtabshaikh/.npm-global _=/Users/mahtabshaikh/.npm/_npx/9833c18b2d85bc59/node_modules/.bin/playwright-mcp
 6390   ??  S      0:29.11 /usr/sbin/distnoted agent
 6391   ??  Ss     0:02.07 /System/Library/ExtensionKit/Extensions/TGOnDeviceInferenceProviderService.appex/Contents/MacOS/TGOnDeviceInferenceProviderService
 6399   ??  Ss     0:01.26 /System/Library/ExtensionKit/Extensions/TGOnDeviceInferenceProviderService.appex/Contents/MacOS/TGOnDeviceInferenceProviderService
 6987   ??  Ss     0:00.14 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/com.apple.CodeSigningHelper.xpc/Contents/MacOS/com.apple.CodeSigningHelper
 7028   ??  S      0:04.08 /System/Library/CoreServices/Siri.app/Contents/MacOS/Siri launchd
 7078   ??  Ss     0:00.17 /usr/libexec/nehelper
 7134   ??  S      0:00.26 /System/Library/CoreServices/Keychain Circle Notification.app/Contents/MacOS/Keychain Circle Notification
 7150   ??  S      0:00.28 /usr/libexec/SidecarRelay
 7179   ??  S      0:01.16 /usr/libexec/proactived
 7206   ??  Ss     0:00.17 /usr/libexec/securityd_system
 7208   ??  Ss     0:00.27 /System/Library/PrivateFrameworks/CoreADI.framework/adid
 7210   ??  Ss     0:00.53 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
 7243   ??  Ss     0:01.58 /System/Library/CoreServices/Siri.app/Contents/XPCServices/SiriNCService.xpc/Contents/MacOS/SiriNCService
 7244   ??  S      0:00.71 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
 7246   ??  S      0:00.08 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService -a
 7253   ??  S      0:00.22 /System/Library/PrivateFrameworks/SkyLight.framework//Versions/A/Resources/AquaAppearanceHelper.app/Contents/MacOS/AquaAppearanceHelper
 7280   ??  S      0:01.18 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/callservicesd
 7308   ??  S      0:03.51 /System/Library/Frameworks/CoreSpotlight.framework/spotlightknowledged -u
 7363   ??  S      0:01.38 /System/Library/PrivateFrameworks/PhotoLibraryServices.framework/Versions/A/Support/photolibraryd
 7369   ??  S      0:04.18 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/suggestd
 7370   ??  Ss     0:01.20 /usr/libexec/coreduetd
 7379   ??  Ss     0:01.03 /usr/libexec/audioanalyticsd
 7719   ??  S      0:00.43 /System/Library/PrivateFrameworks/Synapse.framework/Support/contentlinkingd
 7724   ??  S      0:00.22 /usr/libexec/inputanalyticsd
 7983   ??  S      0:02.99 /usr/libexec/routined LAUNCHED_BY_LAUNCHD
 8574   ??  Ss     0:00.16 /System/Library/Frameworks/GroupActivities.framework/Versions/A/XPCServices/GroupSessionService.xpc/Contents/MacOS/GroupSessionService
 9553   ??  Ss     0:00.05 /usr/libexec/smd
 9877   ??  S      0:00.71 /usr/libexec/tipsd
 9986   ??  S      0:00.04 /System/Library/PrivateFrameworks/CommunicationsFilter.framework/CMFSyncAgent
10068   ??  S      0:00.38 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
10071   ??  S      0:00.24 /usr/libexec/secinitd
10074   ??  S      0:00.26 /System/Library/CoreServices/CoreServicesUIAgent.app/Contents/MacOS/CoreServicesUIAgent
10194   ??  S      0:00.04 /System/Library/CoreServices/pbs
10296   ??  Ss     0:36.58 /usr/libexec/mobileassetd
10307   ??  S      0:00.63 /System/Library/Frameworks/QuickLookThumbnailing.framework/Support/com.apple.quicklook.ThumbnailsAgent
10309   ??  S      0:00.37 /usr/libexec/pkd
11007   ??  Ss     0:00.31 /usr/libexec/findmybeaconingd
11250   ??  Ss     0:00.56 /usr/libexec/wifip2pd
11907   ??  S      0:00.50 /usr/libexec/networkserviceproxy
12142   ??  S      0:06.75 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/145.0.7632.111/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=2223 --time-ticks-at-unix-epoch=-1771019761922780 --launch-time-ticks=930130522158 --shared-files --metrics-shmem-handle=1752395122,r,1029232586764529377,278117278579828451,2097152 --field-trial-handle=1718379636,r,2286924953060907690,5648025023147676485,262144 --variations-seed-version=20260223-010031.861000-production --trace-process-track-uuid=3190711069355901821 --seatbelt-client=243
12249   ??  S      0:00.09 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
12390   ??  S      0:00.40 /usr/libexec/linkd
12412   ??  S      0:02.39 /System/Library/Frameworks/Contacts.framework/Support/contactsd
12499   ??  Ss     0:01.18 /System/Library/PrivateFrameworks/AppPredictionFoundation.framework/Versions/A/XPCServices/AppPredictionIntentsHelperService.xpc/Contents/MacOS/AppPredictionIntentsHelperService
12506   ??  S      0:00.95 /System/Library/PrivateFrameworks/CalendarDaemon.framework/Support/calaccessd
12979   ??  S      0:01.90 /usr/libexec/searchpartyuseragent
14862   ??  S      0:00.86 /usr/libexec/remindd
15851   ??  Ss     0:00.13 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
15852   ??  Ss     0:00.36 /System/Library/ExtensionKit/Extensions/TextThumbnailExtension.appex/Contents/MacOS/TextThumbnailExtension
15930   ??  S      0:00.19 /System/Library/CoreServices/iconservicesagent
15931   ??  Ss     0:00.66 /System/Library/ExtensionKit/Extensions/ImageThumbnailExtension.appex/Contents/MacOS/ImageThumbnailExtension
15951   ??  Ss     0:00.12 /System/Library/ExtensionKit/Extensions/AudiovisualThumbnailExtension.appex/Contents/MacOS/AudiovisualThumbnailExtension
15953   ??  S      0:00.88 /System/Library/PrivateFrameworks/AXAssetLoader.framework/Support/axassetsd
15955   ??  Ss     0:00.40 /System/Library/PrivateFrameworks/MacinTalk.framework/Versions/A/PlugIns/WardaSynthesizer_x86_64.appex/Contents/MacOS/WardaSynthesizer_x86_64 -AppleLanguages ("en-US")
15956   ??  Ss     0:00.05 /System/Library/PrivateFrameworks/MacinTalk.framework/Versions/A/PlugIns/MacinTalkAUSP.appex/Contents/MacOS/MacinTalkAUSP -AppleLanguages ("en-US")
15957   ??  Ss     0:00.03 /System/Library/PrivateFrameworks/MacinTalk.framework/Versions/A/PlugIns/WardaSynthesizer_arm64.appex/Contents/MacOS/WardaSynthesizer_arm64 -AppleLanguages ("en-US")
15958   ??  Ss     0:00.05 /System/Library/PrivateFrameworks/TextToSpeechMauiSupport.framework/Versions/A/PlugIns/MauiAUSP.appex/Contents/MacOS/MauiAUSP -AppleLanguages ("en-US")
15959   ??  Ss     0:00.02 /System/Library/PrivateFrameworks/TextToSpeechKonaSupport.framework/Versions/A/PlugIns/KonaSynthesizer.appex/Contents/MacOS/KonaSynthesizer -AppleLanguages ("en-US")
15960   ??  Ss     0:00.02 /System/Library/PrivateFrameworks/TextToSpeech.framework/PlugIns/SiriAUSP.appex/Contents/MacOS/SiriAUSP -AppleLanguages ("en-US")
15963   ??  Ss     0:00.03 /System/Library/PrivateFrameworks/SiriTTSService.framework/Versions/A/XPCServices/com.apple.SiriTTSService.TrialProxy.xpc/Contents/MacOS/com.apple.SiriTTSService.TrialProxy
15964   ??  Ss     0:00.03 /System/Library/PrivateFrameworks/SiriTTSService.framework/Versions/A/XPCServices/com.apple.SiriTTSService.TrialProxy.xpc/Contents/MacOS/com.apple.SiriTTSService.TrialProxy
15965   ??  Ss     0:00.03 /System/Library/PrivateFrameworks/SiriTTSService.framework/Versions/A/XPCServices/com.apple.SiriTTSService.TrialProxy.xpc/Contents/MacOS/com.apple.SiriTTSService.TrialProxy
15971   ??  Ss     0:00.06 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/AUCrashHandlerService.xpc/Contents/MacOS/AUCrashHandlerService
15976   ??  Ss     0:00.02 /System/Library/PrivateFrameworks/SiriTTSService.framework/Versions/A/XPCServices/com.apple.SiriTTSService.TrialProxy.xpc/Contents/MacOS/com.apple.SiriTTSService.TrialProxy
15977   ??  Ss     0:00.02 /System/Library/PrivateFrameworks/SiriTTSService.framework/Versions/A/XPCServices/com.apple.SiriTTSService.TrialProxy.xpc/Contents/MacOS/com.apple.SiriTTSService.TrialProxy
15978   ??  Ss     0:00.01 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
16536   ??  S      0:23.55 /System/Library/CoreServices/talagentd
17017   ??  S     19:31.85 /Applications/Jiggler.app/Contents/MacOS/Jiggler USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=com.stick.app.jiggler PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=application.com.stick.app.jiggler.651048.651056 XPC_FLAGS=1
17653   ??  S      0:00.08 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd -tw
17768   ??  S      0:00.66 /usr/libexec/naturallanguaged
18136   ??  S      0:00.14 /System/Library/PrivateFrameworks/BusinessChatService.framework/businessservicesd
18139   ??  Ss     0:00.24 /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesBlastDoorService.xpc/Contents/MacOS/MessagesBlastDoorService
18140   ??  S      0:00.22 /System/Library/PrivateFrameworks/IntelligenceFlowRuntime.framework/Versions/A/intelligenceflowd
